,Course Name,Course Description,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
104, Human-Centered Data Science,This course focuses on fundamental principles of data science and its human implications. WeÛªll cover data ethics; data privacy; differential privacy; algorithmic bias; legal frameworks and intellectual property; provenance and reproducibility; data curation and preservation; user experience design and usability testing for big data; ethics of crowdwork; data communication; and societal impacts of data science.,"['user experience design', 'differential privacy', 'data science', 'algorithmic bias', 'societal impacts', 'human implications', 'data privacy', 'fundamental principles', 'data curation', 'legal frameworks', 'usability testing', 'intellectual property', 'data ethics', 'big data', 'data communication', 'reproducibility', 'provenance']","['Design', 'Experience design', 'Human factors', 'User interface', 'User experience design', 'Usability', 'Human-computer interaction', 'Scientific method', 'Law', 'Science', 'Privacy', 'Web design', 'Computer science', 'Technology', 'Interaction design', 'Religion', 'Intellectual property', 'User experience']",['big data'],[],[]
105, Data Management for Data Science,This course introduces students to database management systems and techniques that use these systems. Topics covered include data models; query languages; database tuning and optimization; data warehousing; and parallel processing.,"['query languages', 'parallel processing', 'database tuning', 'data warehousing', 'management systems', 'data models', 'course', 'students', 'techniques', 'Topics']","['Database management system', 'Data modeling', 'Data management', 'Relational database management system', 'Database']","['database', 'database']",[],[]
106, Software Design for Data Science,"This course introduces students to software design and engineering practices and concepts, including version control, testing and automatic build management.","['automatic build management', 'engineering practices', 'version control', 'course', 'students', 'design', 'concepts', 'testing']","['Design', 'Software engineering', 'Software development process', 'Civil engineering', 'Control', 'Design management']",[],[],[]
107, Scalable Data Systems & Algorithms,"This course focuses on principles and algorithms for data management and analysis at scale. WeÛªll cover designs of and how to use traditional and modern big data systems, as well as the basics of cloud computing.","['We\x89Ûªll cover designs', 'modern big data', 'cloud computing', 'data management', 'algorithms', 'basics', 'course', 'principles', 'analysis', 'scale']",['Computer'],"['algorithms', 'big data', 'cloud']",[],[]
108, Introduction to Statistics & åÊProbability,"In this course, youÛªll get an overview of probability; conditional probability and independence; BayesÛª theorem; discrete and continuous random variables, including jointly distributed random variables; key distributions, including normal distribution and its spin-offs; properties of expectation and variance; conditional expectation; covariance and correlation; central limit theorem; law of large numbers; and parameter estimation.","['continuous random variables', 'central limit theorem', 'conditional expectation', 'conditional probability', 'Bayes\x89Ûª theorem', 'parameter estimation', 'key distributions', 'normal distribution', 'large numbers', 'covariance', 'spin-offs', 'variance', 'correlation', 'independence', 'course', 'overview', 'properties']","['Probability theory', 'Variance', 'Probability density function', 'Random variable', 'Probability distribution', 'Normal distribution', 'Probability', 'Continuous probability distribution', 'Event', 'Probability space', 'Central limit theorem', 'Moment', 'Expected value', 'Estimator', 'Cumulative distribution function', 'Discrete probability distribution', 'Cauchy distribution', 'Standard deviation', 'Conditional probability', 'Probability and statistics', 'Conditional expectation', 'Estimation theory', 'Maximum likelihood', 'Law of large numbers', 'Binomial distribution', 'Distribution', 'Covariance', 'Topology', 'Expectation-maximization algorithm', 'Covariance and correlation', 'Exponential distribution', 'Kolmogorov–Smirnov test', 'Distributor']","['probability', 'probability']",[],[]
109, Applied Statistics & Experimental Design,"This course focuses on inferential statistical methods for discrete and continuous random variables, including tests for difference in means and proportions; linear and logistic regression; causation versus correlation; confounding; resampling methods; and study design.","['continuous random variables', 'inferential statistical methods', 'logistic regression', 'study design', 'proportions', 'causation', 'correlation', 'discrete', 'difference', 'means', 'course']","['Probability theory', 'Statistics', 'Regression analysis', 'Random variable', 'Probability distribution', 'Discrete probability distribution', 'Correlation does not imply causation', 'Mathematics', 'Chaos theory', 'Continuous probability distribution', 'Probability density function']",['regression'],[],[]
110, Statistical Machine Learning for Data Scientists,"This course covers bias-variance trade-off; training versus test error; overfitting; cross-validation; subset selection methods; regularized approaches for linear/logistic regression: ridge and lasso; non-parametric regression: trees, bagging, random forests; local regression and splines; generalized additive models; support vector machines; k-means and hierarchical clustering; and principal components analysis.","['non-parametric regression', 'subset selection methods', 'support vector machines', 'linear/logistic regression', 'principal components analysis', 'local regression', 'bias-variance trade-off', 'hierarchical clustering', 'random forests', 'test error', 'additive models', 'cross-validation', 'k-means']","['Machine learning', 'Regression analysis', 'Support vector machine', 'Principal component analysis', 'Nonparametric regression', 'K-means clustering', 'Data mining', 'Ring', 'Karl Pearson', 'Singular value decomposition', 'Hierarchy']","['regression', 'regression', 'regression', 'clustering']",[],[]
111, Data Science Capstone I - Project Preparation,"This course is part one of a two-course capstone sequence where students organize project teams, select project topics, write a project proposal and begin preparing project data sets.","['two-course capstone sequence', 'select project topics', 'project data sets', 'project proposal', 'project teams', 'students']","['Education', 'Data set']",[],[],[]
112, Data Science Capstone II - Project Implementation,"This course is part two of a two-course capstone sequence designed to build upon the student-driven project from DATA 590. Students synthesize and apply knowledge and techniques acquired throughout the Master of Science in Data Science program for åÊworking with large data sets, deriving insights from data and sharing insights with other people.","['two-course capstone sequence', 'large data sets', 'Data Science program', 'student-driven project', 'insights', 'Students', 'knowledge', 'techniques', 'Master']","[""Master's degree"", 'Project management', 'Scientific method']",[],[],[]
113, Information Visualization,"This course covers the design and presentation of digital information, teaching students how to use graphics, animation, sound and other modalities to present information to users. You'll also learn about vision and perception; methods for presenting complex information to enhance comprehension and analysis; and how to incorporate åÊvisualization techniques into human-computer interfaces.","['human-computer interfaces', 'teaching students', 'digital information', 'åÊvisualization techniques', 'complex information', 'modalities', 'comprehension', 'perception', 'course', 'design', 'presentation', 'graphics', 'animation', 'sound', 'users', 'vision', 'methods']","['Education', 'Graphic design', 'Psychology', 'Digital physics', 'Logic', 'Digital', 'Information', 'Cognitive science', 'Perception', 'Understanding', 'Complex analysis']",[],[],[]
114, Residency one: Orientation,"Orientation at Houston CityCentre, Houston, TX1. Technology overview2. Introduction to teams3. Introduction to programming and logic4. Statistics refresher5. Tableau, JMP & SAS training6. Conflict management assessment7. Project Management: Student panel on capstone8. Program Overview","['Conflict management assessment7', 'SAS training6', 'Technology overview2', 'Houston CityCentre', 'Student panel', 'Program Overview', 'Project Management', 'Tableau', 'JMP', 'Orientation', 'Introduction', 'TX1', 'Statistics', 'programming', 'logic4']","['Project management', 'Management', 'Conflict management']","['programming', 'Statistics']",['Management'],"['Tableau', 'SAS']"
115,Regression Analysis ,"Prepare data for model fitting, fit appropriate regression models to business data from a wide variety of settings, interpret the output from regression models, identify weaknesses in models and formulate ways to overcome them, make valid inferences and draw business conclusions on the basis of the fitted models, and recommend business actions on the basis of these conclusions. Topics covered in STAT 6081. Regression methods based on least squares2. Diagnostic methods including marginal model plots 3. Transformations and weighted least squares 4. Shrinkage and model selection techniques including lasso5. Linear regression splines including MARS6. Logistic regression7. Poisson regression8. Regression models with serially correlated errors9. Bayesian approaches to linear and logistic regression In STAT 608, students undertake a major project focused on building and interpreting one or more predictive models. Previous projects have focused on 1. Modeling the asking price of certified pre-owned BMW and Lexus automobiles2. Modeling default probability in 30 year mortgages for single family homes using the Freddie Mac data 3. Modeling price and customer ratings of Airbnb apartment stays in New York City, Paris and San Francisco4. Modeling price and popularity of New York City restaurants5. Modeling property assessment values for condominium units across different wards in Boston","['regression models', 'New York City', 'Linear regression splines', 'Regression methods', 'serially correlated errors9', 'logistic regression', 'marginal model plots', 'model selection techniques', 'Freddie Mac data', 'York City restaurants5', 'certified pre-owned BMW', 'single family homes', 'property assessment values', 'business conclusions', 'valid inferences', 'fitted models', 'Logistic regression7', 'model fitting', 'Prepare data', 'business data', 'weighted least squares', 'wide variety', 'business actions', 'predictive models', 'Diagnostic methods', 'different wards', 'Previous projects', 'condominium units', 'Bayesian approaches', 'default probability', 'Lexus automobiles2', 'major project', 'Airbnb apartment', 'customer ratings', 'San Francisco4', 'STAT', 'price', 'basis', 'Poisson', 'weaknesses', 'Shrinkage', 'Transformations', 'Topics', 'ways', 'settings', 'output', 'popularity', 'MARS6']","['Regression analysis', 'Least squares', 'Linear regression', 'New York City', 'Model', 'Statistical inference', 'Multivariate adaptive regression splines', 'Logistic regression', 'Housing cooperative', 'Generalized linear model', 'Honda Fit', 'New York', 'Real estate', 'Language interpretation', 'U.S. state', 'Inference', 'Bayesian inference', 'Single-family detached home', 'Curve fitting', 'Forecasting', 'Logistic function', 'Ordinary least squares', 'Bayesian information criterion', 'Apartment', 'City of London']","['regression', 'regression', 'probability', 'Modeling', 'Modeling', 'Modeling', 'Regression', 'Linear', 'regression', 'Logistic', 'Regression', 'regression', 'Modeling', 'Modeling']",[],[]
116,Business Data Base Sys. ,"The primary objective of the course is to familiarize students with general database concepts, database design methodologies, and database implementation. In addition, the course introduces students to Hadoop as a distributed data storage technology used by companies to process large data sets and to Python as a computer coding language used to obtain data from social media.Topics:1. Introduction to relational databases and SQL2. How to retrieve data from two or more tables3. How to code summary queries4. How to insert, update, and delete data5. How to work with data types6. How to work with functions7. How to work with the views8. Introduction to coding and coding standards and Python9. Core objects, variables, input, and output in Python10. Structures that control flow in Python11. Functions in Python12.Processing data in Python13. Miscellaneous topics in Python","['database design methodologies', 'general database concepts', 'data storage technology', 'large data sets', 'primary objective', 'delete data5', 'database implementation', 'relational databases', 'social media.Topics', 'summary queries4', 'data types6', 'Miscellaneous topics', 'Python12.Processing data', 'Core objects', 'Hadoop', 'SQL2', 'course', 'students', 'Introduction', 'variables', 'addition', 'input', 'companies', 'output', 'language', 'tables3', 'functions7', 'views8', 'standards', 'Python9', 'Functions', 'Python13', 'Structures']","['Relational model', 'SQL', 'Database', 'Database theory', 'Relation', 'Relational database', 'Output', 'Databases', 'Computer program', 'Relational algebra', 'Computer data storage', 'Input/output', 'Control theory', 'Code', 'Data management', 'Programming language', 'Introduction', 'Database model', 'Object', 'Flowchart', 'Data', 'Input', 'Process', 'Source code', 'Database trigger', 'Computer programming']","['database', 'database', 'database']",[],"['Hadoop', 'Python', 'Python']"
117,Practicum ,The student will learn:1. Teamwork and team effectiveness2. Understanding Big Data3. Ethics4. Project Management,"['Big Data3', 'team effectiveness2', 'Project Management', 'Teamwork', 'student', 'Ethics4']","['Project management', 'Project', 'Management']",[],"['team', 'Management']",[]
118,Methods in Multivariate Analysis ,"This course introduces foundations of multivariate analysis including matrix algebra, random vectors, multivariate distributions, and statistical inference for multivariate data. It also introduces methods of machine learning including principal component analysis, discriminant analysis, clustering, and elements of factor analysis and canonical analysis.Topics covered:1. Graphical techniques2. Principal component analysis3. Cluster analysis4. Correspondence analysis and other ordination techniques5. Discriminant analysis6. Classification and prediction7. Factor analysis and SEM8. Inference on mean vectors9. Canonical correlation analysis","['principal component analysis', 'Canonical correlation analysis', 'multivariate distributions', 'Principal component analysis3', 'factor analysis', 'multivariate analysis', 'multivariate data', 'discriminant analysis', 'statistical inference', 'Discriminant analysis6', 'canonical analysis.Topics', 'random vectors', 'matrix algebra', 'Graphical techniques2', 'Cluster analysis4', 'ordination techniques5', 'mean vectors9', 'Correspondence analysis', 'clustering', 'foundations']","['Multivariate statistics', 'Principal component analysis', 'Statistics', 'Factor analysis', 'Linear discriminant analysis', 'Vector space', 'Machine learning', 'Psychometrics', 'Data analysis', 'Ring', 'Canonical correlation', 'Mathematics', 'Matrix', 'Hilbert space', 'Multiple correspondence analysis', 'Singular value decomposition', 'Euclidean vector', 'Linear algebra', 'Determinant', 'Market research', 'Covariance and correlation', 'Field', 'The Unscrambler', 'Data mining', 'Multiplication', 'Group', 'Kernel principal component analysis', 'Geometry', 'Greek mathematics', 'Probability theory', 'Standard deviation', 'Educational psychology', 'Scientific method', 'Learning', 'Statistical inference', 'Multivariate analysis', 'Inference']","['machine learning', 'clustering']",[],[]
119,Marketing Engineering ,"This course will introduce students to a variety of datasets and teach them (hands on usage of) SAS to implement various quantitative techniques. This is an applied course that involves extensive use of data and PC-based analysis using JMP/SAS, a popular statistical software. The course will cover a number of quantitative analyses, explanatory and predictive models pertinent to marketing, such as customer segmentation, customer choice models, customer lifetime value, conjoint models, and market response models.Course Goals Understand how the ÛÏfirst principlesÛ of marketing strategy helps firms organize the analytics opportunity and challenge in todayÛªs data era, and use and execute data analytic techniques, and case studies to understand how to solve marketing analytics problems in a scientific and process-driven manner. Using statistical software to estimate various marketing models. Apply your learning through real database/marketing engineering cases and data.Topics covered:1. 4 Marketing Analytics Principles2. JMP Orientation3. Segmentation Concept Demo and Case4. Targeting Concept5. Choice Models Demo and Case6. Customer Lifetime Value7. Conjoint Concept Demo and Case8. Satisfaction Analytics Concept and Case 9. Response Models Concept and CaseIn MKTG 625, students undertake a several case studies focused on Û¢ Retail site location decisionsÛ¢ B2B segmentation in healthcareÛ¢ Customer acquisition in B2B, retailing and  technology productsÛ¢ Customer lifetime value in the hospitality businessÛ¢ New product development in technology, and  industrial manufacturingÛ¢ Satisfaction profit chains in the energy sectorÛ¢ Market response models in the media industry","['customer lifetime value', 'Satisfaction Analytics Concept', 'Segmentation Concept Demo', 'marketing analytics problems', 'Marketing Analytics Principles2', 'Conjoint Concept Demo', 'customer choice models', 'decisions\x89Û¢ B2B segmentation', 'various quantitative techniques', 'various marketing models', 'products\x89Û¢ Customer lifetime', 'Customer Lifetime Value7', 'popular statistical software', 'Market response models', 'market response models.Course', 'data analytic techniques', 'today\x89Ûªs data era', 'healthcare\x89Û¢ Customer acquisition', 'case studies', 'industrial manufacturing\x89Û¢ Satisfaction', 'real database/marketing engineering', '\x89Û¢ Retail site', 'New product development', 'customer segmentation', 'conjoint models', 'analytics opportunity', 'predictive models', 'process-driven manner', 'PC-based analysis', 'quantitative analyses', 'JMP Orientation3', 'CaseIn MKTG', '\x89ÛÏfirst principles\x89Û\x9d', 'media industry', 'profit chains', 'students', 'technology', 'datasets', 'SAS', 'retailing', 'variety', 'JMP/SAS', 'number', 'hands', 'Goals', 'strategy', 'firms', 'Concept5', 'learning', 'cases', 'data.Topics', 'Case4', 'location', 'Case6']","['Marketing', 'Scientific method', 'Statistics', 'Qualitative research', 'New product development', 'Market segmentation', 'Sales', 'Evaluation methods', 'Marketing strategy', 'Business-to-business', 'Product', 'Customer equity', 'Case study', 'Education', 'Customer lifetime value', 'Quantitative marketing research', 'Philosophy of language', 'Sociology', 'Logic', 'Consumer behaviour']",['database'],[],['SAS']
120,Practicum ,The students will learn:1. Understanding of self and others: Behavior assessment.2. Presence and presentation skills.3. Business writing.4. More on teams.5. Emotional intelligence.6. Leadership/fellowship.7. Constructive criticism.8. Peer review on capstone drafts with project coaches.9. Industry guest speakers--applying predictive modeling.,"['Industry guest speakers', 'capstone drafts', 'Constructive criticism.8', 'Emotional intelligence.6', 'predictive modeling', 'Peer review', 'Behavior assessment.2', 'Business writing.4', 'presentation skills.3', 'project coaches.9']","['Review', 'Construction', 'Predictive analytics', 'Scientific method']",['predictive modeling'],[],[]
121, Residency two: Capstone Update & Case Studies,1. Producing predictive models2. Work with live case studies,"['predictive models2', 'live case', 'Work', 'studies']","['Scientific method', 'Case study']",[],[],[]
122,Applied Analytics Using SAS Enterprise Guide ,"This course is an introduction to the general concepts and methodologies associated with Data Mining, Neural Networks, Machine Learning, and Analytics Modeling. Data Mining is the modeling and analysis of data, usually very large datasets, for decision making. Although several software packages used for Data Mining will be reviewed and compared, the primary concepts will be illustrated using SAS Enterprise Miner. Models discussed include neural networks; multiple and logistic regression; decision trees; and clustering algorithms.Topics:1. The data mining process2. Introduction to SAS Enterprise Miner3. Data collection, exploration and pre-processing4. Linear and logistic regression in Enterprise Miner5. High performance Enterprise Miner6. Comparing and evaluating big data models7. Machine Learning: Decision Trees8. Machine Learning: Random Forests9. Ensemble modeling10. Introduction to text analytics11. Document classification & sentiment analysis12. Topic analysis13. Machine Learning: Neural networks & Random Forests.","['data mining', 'neural networks', 'Machine Learning', 'logistic regression', 'SAS Enterprise Miner3', 'data mining process2', 'big data models7', 'decision making', 'decision trees', 'large datasets', 'Analytics Modeling', 'Decision Trees8', 'general concepts', 'software packages', 'Random Forests', 'Data collection', 'primary concepts', 'sentiment analysis12', 'Random Forests9', 'Topic analysis13', 'Enterprise Miner5', 'High performance', 'Enterprise Miner6', 'Document classification', 'introduction', 'methodologies', 'course', 'algorithms.Topics', 'Linear', 'modeling10']","['Data analysis', 'Machine learning', 'Statistical classification', 'Data mining', 'Decision tree learning', 'Artificial neural network', 'Logistic function', 'Decision theory', 'Neural network', 'Logistic regression', 'Decision trees', 'Predictive analytics', 'Cognition']","['Data Mining', 'Neural Networks', 'Linear', 'regression', 'big data', 'Machine Learning', 'Machine Learning', 'Ensemble', 'Machine Learning', 'Random Forests', 'Machine Learning', 'Modeling', 'Data Mining', 'Data Mining', 'regression', 'clustering']",[],"['SAS', 'SAS']"
123,Financial Accounting ,"This course will examine the internal uses of financial and operational information in planning, controlling, decision making, and performance evaluation in the global market. A specific emphasis will be placed on learning concepts pertaining to: cost management and organizational strategy; cost behaviors; product cost flows; forecasting, cost prediction, managerial incentives and budgeting; and managerial and segment performance evaluation.Topics discussed in ACCT 610 include1. Product costing methods2. Responsibility accounting3. Operational and capital budgeting4. Use of accounting metrics in executive   compensation contracts 5. Firm valuation6. Cost analysis for decision making7. Activity-based costing8. Balanced scorecards 9. Product and service pricingPrevious case studies have focused on:1. Financial Statement Analysis2. Product line go/no go decisions3. Profitability measurements of individual products in a   multi-product entity4. Budgeting including cash budgets and pro-form   financial statements5. Activity-based costing6. CRM systems and identification of profit potential of   individual customers and distribution channels7. Transfer pricing 8. Managerial control and incentives","['segment performance evaluation.Topics', 'pro-form   financial statements5', 'managerial incentives', 'executive   compensation contracts', 'Financial Statement Analysis2', 'service pricingPrevious case', 'Activity-based costing8', 'Activity-based costing6', 'Managerial control', 'operational information', 'product cost', 'cost behaviors', 'decision making', 'cost prediction', 'cost management', 'internal uses', 'global market', 'multi-product entity4', 'specific emphasis', 'organizational strategy', 'Responsibility accounting3', 'decision making7', 'Cost analysis', 'Firm valuation6', 'capital budgeting4', 'Product line', 'Profitability measurements', 'cash budgets', 'Transfer pricing', 'individual products', 'CRM systems', 'individual customers', 'profit potential', 'distribution channels7', 'ACCT', 'scorecards', 'metrics', 'forecasting', 'course', 'planning']","['Management', 'Marketing', 'Economics', 'Cost', 'Balanced scorecard', 'Control', 'Cost-benefit analysis', 'Risk', 'Costs', 'Cost accounting', 'Planning', 'Price', 'Project management', 'Organization', 'Forecasting', 'Pricing', 'Generally Accepted Accounting Principles', 'Psychology', 'Decision making', 'Budget', 'Specific Identification', 'Case study', 'Psychometrics', 'Profit']",[],[],[]
124,Practicum ,The student will learn:1. Cyber security2. Capstone work with project coaches3. Industry guest speakers--applying predictive modeling,"['Industry guest speakers', 'Capstone work', 'Cyber security2', 'predictive modeling', 'project coaches3', 'student']",['Predictive analytics'],['predictive modeling'],[],[]
125,Meth. in Time Series Anly. ,"Prepare time series data for model fitting. Identify whether a time series exhibits the following properties: stationarity vs trend and/or seasonality. Fit appropriate models to time series data from a wide variety of business settings.At the completion of the course, students will be able to:1. Prepare time series data for model fitting2. Identify whether a time series exhibits the   following properties:      a) Stationarity vs trend and/or        seasonality     b) Outliers and/or level shifts3. Fit appropriate models to time series data from   a wide variety of business settings6. Interpret the output from models for time series data7. Identify weaknesses in models for time series data   and formulate ways to overcome them 8. Make valid predictions of future values and draw   business conclusions on the basis of the fitted   models for time series data9. Recommend business actions on the basis of  these conclusionsTopic list:1. Introduction ÛÒ Autocorrelation and stationarity vs trend  and/or seasonality 2. Autoregressive (AR) models 3. Moving average (MA) models4. Autoregressive moving average (ARMA) models 5. Autoregressive integrated moving average (ARIMA)   models 6. Exponential smoothing7. Regression models with autocorrelated errors8. SAS Forecast Studio 9. Models for more than one time series   i. Transfer function models    ii. Multivariate time series modelsPast student group projects include:1. Based on point-of-sale grocery store sales data, forecast  weekly ground turkey sales by U.S. region.2. ARIMA models for theft and burglary rates3. Seasonal ARIMA models for Monthly Economic Value of   Mineral, Oil, and Gas Field Machinery Manufacturing4.Predicting cattle slaughter counts5. Seasonal ARIMA models for the number of social   security claims received by region6. Predicting Ready Mix Daily Sales for a large   metropolitan area7. Seasonal ARIMA models for average monthly energy   bill for a large metropolitan city.8. Predicting weekly candy sales across the US9. Transfer function models of global mean   temperature change as a function of   CO2 concentration levels","['time series', 'time series data', 'stationarity vs trend', 'Seasonal ARIMA models', 'Transfer function models', 'time series data7', 'time series data9', 'Multivariate time series', 'appropriate models', 'following properties', 'wide variety', 'average monthly energy', 'Introduction \x89ÛÒ Autocorrelation', 'store sales data', 'SAS Forecast Studio', 'ground turkey sales', 'weekly candy sales', 'large metropolitan city.8', 'modelsPast student group', 'CO2 concentration levels', 'Mix Daily Sales', 'Monthly Economic Value', 'Gas Field Machinery', 'large   metropolitan area7', 'social   security claims', 'global mean   temperature', 'fitted   models', 'Regression models', 'model fitting', 'business settings6', 'business conclusions', 'autocorrelated errors8', 'model fitting2', 'Exponential smoothing7', 'business actions', 'level shifts3', 'seasonality', 'valid predictions', 'burglary rates3', 'future values', 'U.S. region.2', 'Manufacturing4.Predicting cattle', 'Outliers', 'basis', 'weaknesses', 'course', 'students', 'completion', 'ways', 'models4', 'list', 'projects', 'US9', 'change', 'Oil', 'counts5']","['Time series', 'Time series analysis', 'Autoregressive moving average model', 'Autoregressive integrated moving average', 'Regression analysis', 'Moving average', 'Spectral density', 'Trend estimation', 'Statistics', 'Stationary process', 'Future', 'Exponential smoothing', 'Autoregressive conditional heteroskedasticity', 'Seasonality', 'Forecasting', 'Time series database', 'Lag operator', 'Prediction', 'Average', 'Infinite impulse response', 'Following', 'Transfer function', 'Autocorrelation', 'Futurology', 'Function', 'Fourier series', 'Autoregressive model']",['Regression'],[],['SAS']
126,Adv. Prog. using SAS ,"This course focuses on SAS programming in the Data step, including modifying variables, formats, and loops; various procedures, including sort, means, tabulate, and freq; creating graphs; debugging; the SAS/SQL language; macros; and optimization. Prerequisite: STAT 608 The Optimization Section primarily focuses on formulating and solving mathematical optimization using the SAS OPTMODEL procedure, from reading data to interpreting output and creating data sets. The course covers applications of linear programming, integer and mixed integer programming, and non-linear programming. Students will understand and undertake case studies. At the conclusion of the course students will be knowledgeable about optimization methodology and the use of the advanced SAS optimization capabilities.Course topics:1. Loops, Variable Types, Dates, Functions, Formats.   Importing and Exporting data SAS/SQL2. Macro language 3. Graphing Data 4. Creating HTML, PDF, RTF, and Excel output 5. Advanced data step features: BY group processing,   indexing, arrays, multi-dimensional arrays, and more 6. optimization and PROC OPTMODEL 7. Arrays and Index Sets/LP Models 8. Formatted Output/Dual Variables 9. Control Flow, Operators, & Model Updates 10. Network Problems/ILP and MILP Models 11. Binary Variables/Separable NLP Models 12. General NLP Models/Local Search","['SAS OPTMODEL procedure', 'SAS optimization capabilities.Course', 'mixed integer programming', 'data step', 'Variables/Separable NLP Models', 'data step features', 'NLP Models/Local Search', 'Index Sets/LP Models', 'SAS programming', 'multi-dimensional arrays', 'Optimization Section', 'mathematical optimization', 'data sets', 'Graphing Data', 'various procedures', 'non-linear programming', 'SAS/SQL language', 'data SAS/SQL2', 'optimization methodology', 'Output/Dual Variables', 'PROC OPTMODEL', 'linear programming', 'Macro language', 'case studies', 'Excel output', 'Variable Types', 'group processing', 'MILP Models', 'Control Flow', 'Model Updates', 'Network Problems/ILP', 'loops', 'freq', 'formats', 'students', 'Prerequisite', 'STAT', 'conclusion', 'debugging', 'sort', 'macros', 'graphs', 'RTF', 'indexing', 'applications', 'topics']","['Optimization', 'Operations research', 'Linear programming', 'Programming language', 'Algorithm', 'Nonlinear programming', 'Mathematics', 'Polytope', 'George Dantzig', 'Assembly language', 'C', 'Integer programming', 'Simplex algorithm', 'Mathematical optimization']","['programming', 'programming', 'programming', 'programming']",[],"['SAS', 'SAS', 'SAS']"
127,Directed Studies ,The student will learn:1. Industry guest speakers--applying predictive modeling.2. capstone project work sessions with project coach.,"['predictive modeling.2. capstone', 'Industry guest speakers', 'project work sessions', 'project coach']","['1990s American television series', 'Project management', 'Prediction interval']",[],[],[]
128, Residency Three: Capstone Project Presentations/Graduation,1. Capstone project employer and peer-presentations.2. Graduation,"['Capstone project employer', 'Graduation', '1.', 'peer-presentations.2']",[],[],[],[]
129,Spatial Statistics ,"Develop a strong understanding of spatial and spatio-temporal data analysis. Learn and understand the various empirical and graphical tools for understanding spatial and spatio-temporal data that arise in business applications.List of Topics:1. Introduction2. Auto correlation3. Stationary, isotropic random fields4. Variograms5. Kriging6. Estimation methods for covariance parameters7. Spatial regression8. Nonstationary models9. Spatio-temporal models10. Multivariate spatial modelsProjects:1. Modeling gasoline prices in large cities across the   United States2. Modeling real estate prices in King County, Washington","['spatio-temporal data', 'spatio-temporal data analysis', 'Multivariate spatial modelsProjects', 'isotropic random fields4', 'Spatio-temporal models10', 'Spatial regression8', 'real estate prices', 'covariance parameters7', 'graphical tools', 'strong understanding', 'business applications.List', 'Estimation methods', 'gasoline prices', 'Auto correlation3', 'Nonstationary models9', 'large cities', 'United States2', 'King County', 'Learn', 'Introduction2', 'Topics', 'Variograms5']","['Knowledge', 'City', 'Real estate', 'Variance', 'Statistics', 'Washington', 'Understanding', 'The Various', 'Scientific method', 'Data', 'Real estate pricing']","['Modeling', 'Modeling']",[],[]
130,Financial Modeling ,"Learn how to build sophisticated financial models that analyze the impact of proposed corporate projects, investments, and other strategic decisions on shareholder value. Master the basic finance theory that underlies valuation models.Throughout the class students will:1. Fundamental principles underlying all financial  models, including the concept of free cash flow,   the time value of money and net present value.2. The fundamentals of capital structure and   financing policy3. The weighted average cost of capital and adjusted   present value methods4. Building deterministic models for forecasting   financial statements and free cash flows5. Incorporating uncertainty and simulation techniques   into financial statement and free cash flow   forecasting models6. Fitting distributions for simulation of financial   time series and other stochastic processes7. Estimation of the cost of equity and equity capital,   as well as the weighted average cost of capital8. Incorporating real options into financial models9. Applications","['weighted average cost', 'free cash flow', 'sophisticated financial models', 'cash flow   forecasting', 'basic finance theory', 'free cash flows5', 'Building deterministic models', 'net present value.2', 'present value methods4', 'financial   time series', 'underlies valuation', 'shareholder value', 'strategic decisions', 'corporate projects', 'class students', 'Fundamental principles', 'financial statements', 'Fitting distributions', 'financial statement', 'financial models9', 'equity capital', 'time value', 'capital structure', 'stochastic processes7', 'financing policy3', 'real options', 'simulation techniques', 'uncertainty', 'Estimation', 'fundamentals', 'investments', 'impact', 'Master', 'money', 'concept']","['Finance', 'Corporate finance', 'Weighted average cost of capital', 'Generally Accepted Accounting Principles', 'Investment', 'Economics', 'Stock market', 'Discounted cash flow', 'Fundamental analysis', 'Capital structure', 'Bond', 'Net present value']","['simulation', 'simulation']",[],[]
131,Fund. of Bus. Prog. ,"The ISTM 601 course provides an opportunity to build upon the introductory Python coding experience gained in the first semester (ISTM 615). Students will explore various publically available Python code libraries that are useful to data science (e.g., Pandas, NumPy, SciKit-Learn, Seaborn, etc.) and learn how to apply them in their analytics work. Other potential topics include web scraping and machine learning. Students will complete a data analysis project by writing Pyton code.","['publically available Python', 'data analysis project', 'introductory Python', 'web scraping', 'code libraries', 'potential topics', 'machine learning', 'Pyton code', 'NumPy', 'Seaborn', 'Pandas', 'semester', 'ISTM', 'Students', 'analytics']","['Learning', 'Python', 'Knowledge', 'Education', 'Machine learning', 'Data analysis', 'C', 'Scientific method', 'NumPy', 'Functional programming', 'Java', 'Matplotlib', 'Energy', 'Python programming language', 'Code', 'Web scraping', 'World Wide Web']",['machine learning'],[],"['Python', 'Python', 'Pandas', 'NumPy', 'SciKit-Learn']"
132,Directed Studies ,The student will learn:1. Executive coaching sessions:     a) LinkedIn profiles.     b) Resumes for experienced professionals.     c) Managing your professional career.2. Final capstone presentation with graduate committee.3. Peer and employer capstone presentations.,"['employer capstone presentations', 'Final capstone presentation', 'Executive coaching sessions', 'LinkedIn profiles.', 'experienced professionals.', 'professional career.2', 'graduate committee.3']",['Management'],[],[],[]
